Order_ID,Order_Date,Year,Quarter,Month,Customer_ID,Gender,Age_Group,Customer_Segment,Brand,Category,Sub_Category,Unit_Price,Listing_Type,Quantity,Revenue,Discount,Profit,Stock_Received,Stock_Available,City,State,Region,Delivery_Days,Returned,Rating,Feedback_Sentiment
O00529,2022-06-22,2022,Q2,Jun,C0180,Male,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,69,989,3680,3251,Hyderabad,Telangana,South,5,No,4,Positive
O00530,2013-05-10,2013,Q2,May,C0181,Male,18-25,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,21,902,3231,2659,Pune,Maharashtra,West,3,Yes,4,Positive
O00531,2019-01-05,2019,Q1,Jan,C0182,Male,18-25,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,228,657,2810,2223,Kolkata,West Bengal,East,5,No,3,Neutral
O00532,2012-08-10,2012,Q3,Aug,C0183,Female,45+,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,236,594,3451,2598,Kolkata,West Bengal,East,4,No,3,Neutral
O00533,2021-02-13,2021,Q1,Feb,C0184,Female,45+,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,229,315,7514,7021,Hyderabad,Telangana,South,4,Yes,4,Positive
O00534,2014-05-16,2014,Q2,May,C0185,Male,36-45,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,249,521,4853,4182,Bangalore,Karnataka,South,7,Yes,1,Negative
O00535,2017-09-29,2017,Q3,Sep,C0186,Female,36-45,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,91,134,6218,6100,Bangalore,Karnataka,South,4,Yes,4,Positive
O00536,2015-03-12,2015,Q1,Mar,C0187,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,61,922,2247,1952,Bangalore,Karnataka,South,2,Yes,4,Positive
O00537,2018-01-22,2018,Q1,Jan,C0188,Female,18-25,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,222,605,1885,1491,Mumbai,Maharashtra,West,7,No,4,Positive
O00538,2025-12-01,2025,Q4,Dec,C0189,Male,26-35,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,241,399,1999,1612,Mumbai,Maharashtra,West,1,Yes,5,Positive
O00539,2025-09-21,2025,Q3,Sep,C0190,Female,45+,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,123,621,6808,6209,Mumbai,Maharashtra,West,4,No,1,Negative
O00540,2016-10-07,2016,Q4,Oct,C0191,Female,45+,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,131,645,3351,3097,Hyderabad,Telangana,South,7,Yes,3,Neutral
O00541,2022-10-25,2022,Q4,Oct,C0192,Female,26-35,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,188,261,7205,6399,Kolkata,West Bengal,East,6,No,1,Negative
O00542,2026-01-05,2026,Q1,Jan,C0193,Male,45+,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,159,238,3811,3294,Kolkata,West Bengal,East,3,No,2,Negative
O00543,2018-11-24,2018,Q4,Nov,C0194,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,216,657,4129,3927,Kolkata,West Bengal,East,2,No,4,Positive
O00544,2012-06-18,2012,Q2,Jun,C0195,Male,45+,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,107,791,2456,1789,Bangalore,Karnataka,South,4,No,5,Positive
O00545,2017-05-08,2017,Q2,May,C0196,Female,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,12,587,6222,5687,Hyderabad,Telangana,South,6,Yes,3,Neutral
O00546,2013-12-12,2013,Q4,Dec,C0197,Male,45+,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,65,443,7456,6807,Delhi,Delhi,North,4,No,1,Negative
O00547,2015-09-06,2015,Q3,Sep,C0198,Male,36-45,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,162,424,6225,5920,Pune,Maharashtra,West,4,Yes,3,Neutral
O00548,2014-04-22,2014,Q2,Apr,C0199,Female,26-35,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,59,617,2220,1418,Bangalore,Karnataka,South,7,No,3,Neutral
O00549,2020-01-25,2020,Q1,Jan,C0200,Male,18-25,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,31,822,3931,3043,Mumbai,Maharashtra,West,2,Yes,5,Positive
O00550,2013-06-22,2013,Q2,Jun,C0201,Female,26-35,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,190,323,2859,2235,Mumbai,Maharashtra,West,5,Yes,4,Positive
O00551,2019-02-21,2019,Q1,Feb,C0202,Female,36-45,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,158,947,2887,2103,Mumbai,Maharashtra,West,3,Yes,3,Neutral
O00552,2020-07-06,2020,Q3,Jul,C0203,Male,36-45,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,205,942,5502,4803,Bangalore,Karnataka,South,5,No,1,Negative
O00553,2021-03-26,2021,Q1,Mar,C0204,Male,26-35,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,164,376,6621,6182,Chennai,Tamil Nadu,South,1,Yes,4,Positive
O00554,2016-08-30,2016,Q3,Aug,C0205,Female,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,4,890,2094,1337,Hyderabad,Telangana,South,2,Yes,1,Negative
O00555,2015-02-07,2015,Q1,Feb,C0206,Female,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,121,1186,6355,5621,Hyderabad,Telangana,South,1,Yes,4,Positive
O00556,2014-05-06,2014,Q2,May,C0207,Female,18-25,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,179,1187,6287,5413,Bangalore,Karnataka,South,5,Yes,3,Neutral
O00557,2024-08-04,2024,Q3,Aug,C0208,Male,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,25,984,5368,4521,Chennai,Tamil Nadu,South,3,Yes,3,Neutral
O00558,2019-10-22,2019,Q4,Oct,C0209,Male,45+,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,125,444,7966,7740,Mumbai,Maharashtra,West,4,Yes,5,Positive
O00559,2023-03-27,2023,Q1,Mar,C0210,Female,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,27,292,5865,5460,Mumbai,Maharashtra,West,5,Yes,2,Negative
O00560,2023-12-01,2023,Q4,Dec,C0211,Female,45+,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,45,1218,1500,981,Delhi,Delhi,North,2,Yes,3,Neutral
O00561,2023-07-19,2023,Q3,Jul,C0212,Male,36-45,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,199,248,7029,6862,Mumbai,Maharashtra,West,2,No,5,Positive
O00562,2014-04-17,2014,Q2,Apr,C0213,Male,45+,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,201,575,7209,6655,Delhi,Delhi,North,2,No,2,Negative
O00563,2022-04-01,2022,Q2,Apr,C0214,Female,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,97,1313,3387,2982,Mumbai,Maharashtra,West,3,No,3,Neutral
O00564,2020-09-26,2020,Q3,Sep,C0215,Female,45+,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,12,152,6910,6264,Hyderabad,Telangana,South,5,No,1,Negative
O00565,2024-02-28,2024,Q1,Feb,C0216,Male,26-35,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,32,390,3055,2510,Chennai,Tamil Nadu,South,4,Yes,4,Positive
O00566,2014-07-23,2014,Q3,Jul,C0217,Female,36-45,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,21,1252,4352,4037,Mumbai,Maharashtra,West,2,No,2,Negative
O00567,2014-10-19,2014,Q4,Oct,C0218,Female,45+,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,246,524,5569,5007,Hyderabad,Telangana,South,5,No,1,Negative
O00568,2025-05-08,2025,Q2,May,C0219,Male,45+,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,151,589,3871,3490,Delhi,Delhi,North,6,Yes,5,Positive
O00569,2012-08-27,2012,Q3,Aug,C0220,Male,45+,New,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,89,622,6505,6110,Kolkata,West Bengal,East,5,Yes,5,Positive
O00570,2019-06-18,2019,Q2,Jun,C0221,Female,45+,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,215,1321,5070,4225,Kolkata,West Bengal,East,2,No,2,Negative
O00571,2014-08-05,2014,Q3,Aug,C0222,Male,26-35,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,87,1398,5042,4444,Pune,Maharashtra,West,5,Yes,4,Positive
O00572,2017-08-16,2017,Q3,Aug,C0223,Male,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,190,850,7398,6764,Mumbai,Maharashtra,West,5,No,1,Negative
O00573,2020-09-14,2020,Q3,Sep,C0224,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,111,666,3783,3311,Pune,Maharashtra,West,2,No,2,Negative
O00574,2022-02-18,2022,Q1,Feb,C0225,Female,26-35,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,7,570,7047,6238,Pune,Maharashtra,West,1,No,3,Neutral
O00575,2023-08-15,2023,Q3,Aug,C0226,Female,36-45,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,87,1052,4729,4272,Kolkata,West Bengal,East,6,Yes,3,Neutral
O00576,2021-05-21,2021,Q2,May,C0227,Female,18-25,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,224,946,5664,5394,Delhi,Delhi,North,7,Yes,5,Positive
O00577,2025-06-09,2025,Q2,Jun,C0228,Male,18-25,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,25,279,6352,6029,Pune,Maharashtra,West,5,No,2,Negative
O00578,2019-05-29,2019,Q2,May,C0229,Male,45+,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,142,223,4411,3858,Bangalore,Karnataka,South,6,Yes,2,Negative
O00579,2025-04-03,2025,Q2,Apr,C0230,Male,36-45,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,166,456,4372,4225,Delhi,Delhi,North,6,Yes,2,Negative
O00580,2024-12-15,2024,Q4,Dec,C0231,Male,45+,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,151,548,6872,6253,Bangalore,Karnataka,South,2,No,2,Negative
O00581,2021-04-20,2021,Q2,Apr,C0232,Male,26-35,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,123,1122,2814,2628,Mumbai,Maharashtra,West,3,Yes,1,Negative
O00582,2021-12-10,2021,Q4,Dec,C0233,Male,26-35,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,28,1380,7259,6394,Hyderabad,Telangana,South,6,No,1,Negative
O00583,2024-06-30,2024,Q2,Jun,C0234,Male,18-25,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,215,776,6305,5853,Pune,Maharashtra,West,5,Yes,3,Neutral
O00584,2024-03-31,2024,Q1,Mar,C0235,Male,36-45,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,86,770,7884,7518,Bangalore,Karnataka,South,1,Yes,5,Positive
O00585,2025-05-14,2025,Q2,May,C0236,Male,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,149,722,5064,4651,Hyderabad,Telangana,South,2,Yes,1,Negative
O00586,2018-08-11,2018,Q3,Aug,C0237,Male,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,59,728,7565,7460,Chennai,Tamil Nadu,South,5,Yes,1,Negative
O00587,2021-02-26,2021,Q1,Feb,C0238,Male,18-25,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,40,227,7005,6742,Hyderabad,Telangana,South,3,No,2,Negative
O00588,2013-04-08,2013,Q2,Apr,C0239,Male,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,191,907,4941,4205,Kolkata,West Bengal,East,1,Yes,2,Negative
O00589,2023-07-22,2023,Q3,Jul,C0240,Female,45+,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,9,837,7838,7596,Pune,Maharashtra,West,4,No,3,Neutral
O00590,2014-03-28,2014,Q1,Mar,C0241,Male,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,19,1139,3506,3244,Delhi,Delhi,North,7,No,1,Negative
O00591,2013-06-30,2013,Q2,Jun,C0242,Male,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,133,799,7463,6643,Mumbai,Maharashtra,West,6,Yes,4,Positive
O00592,2025-12-29,2025,Q4,Dec,C0243,Female,26-35,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,249,177,1089,252,Bangalore,Karnataka,South,4,Yes,4,Positive
O00593,2025-05-23,2025,Q2,May,C0244,Male,36-45,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,110,447,2256,2141,Chennai,Tamil Nadu,South,4,Yes,1,Negative
O00594,2022-01-05,2022,Q1,Jan,C0245,Female,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,177,847,6009,5348,Delhi,Delhi,North,2,Yes,5,Positive
O00595,2018-01-02,2018,Q1,Jan,C0246,Male,45+,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,144,1437,6626,6020,Hyderabad,Telangana,South,7,No,4,Positive
O00596,2021-01-07,2021,Q1,Jan,C0247,Male,18-25,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,60,554,1168,960,Kolkata,West Bengal,East,5,No,1,Negative
O00597,2012-07-20,2012,Q3,Jul,C0248,Female,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,158,264,1190,539,Hyderabad,Telangana,South,1,No,3,Neutral
O00598,2024-01-13,2024,Q1,Jan,C0249,Male,26-35,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,3,685,3300,2455,Pune,Maharashtra,West,5,No,4,Positive
O00599,2019-10-03,2019,Q4,Oct,C0250,Male,26-35,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,178,548,4404,3615,Pune,Maharashtra,West,1,Yes,1,Negative
O00600,2015-03-05,2015,Q1,Mar,C0251,Male,45+,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,178,641,2673,2010,Delhi,Delhi,North,2,No,1,Negative
O00601,2017-07-11,2017,Q3,Jul,C0252,Male,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,111,1326,4056,3811,Delhi,Delhi,North,6,No,3,Neutral
O00602,2019-02-19,2019,Q1,Feb,C0253,Male,18-25,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,85,271,5879,5137,Bangalore,Karnataka,South,2,No,3,Neutral
O00603,2018-01-31,2018,Q1,Jan,C0254,Male,45+,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,103,1449,2227,1875,Chennai,Tamil Nadu,South,7,No,4,Positive
O00604,2021-02-03,2021,Q1,Feb,C0255,Male,36-45,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,141,1042,5630,5038,Pune,Maharashtra,West,1,No,2,Negative
O00605,2017-01-11,2017,Q1,Jan,C0256,Female,26-35,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,41,434,6598,6439,Mumbai,Maharashtra,West,6,Yes,4,Positive
O00606,2022-06-21,2022,Q2,Jun,C0257,Female,45+,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,21,201,1349,583,Chennai,Tamil Nadu,South,2,No,2,Negative
O00607,2017-11-18,2017,Q4,Nov,C0258,Female,45+,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,234,598,6537,5893,Pune,Maharashtra,West,2,No,3,Neutral
O00608,2017-04-01,2017,Q2,Apr,C0259,Female,45+,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,100,1010,7465,6792,Pune,Maharashtra,West,2,Yes,1,Negative
O00609,2012-12-14,2012,Q4,Dec,C0260,Female,36-45,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,203,1040,5470,4665,Delhi,Delhi,North,7,No,4,Positive
O00610,2016-02-01,2016,Q1,Feb,C0261,Male,36-45,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,49,1026,4084,3347,Bangalore,Karnataka,South,3,Yes,3,Neutral
O00611,2025-06-20,2025,Q2,Jun,C0262,Female,36-45,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,227,973,4792,3917,Delhi,Delhi,North,2,No,1,Negative
O00612,2012-11-09,2012,Q4,Nov,C0263,Female,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,207,289,7117,6361,Pune,Maharashtra,West,2,No,4,Positive
O00613,2017-03-18,2017,Q1,Mar,C0264,Female,36-45,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,217,543,1724,1393,Pune,Maharashtra,West,3,No,5,Positive
O00614,2016-07-13,2016,Q3,Jul,C0265,Female,36-45,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,73,527,5431,5112,Chennai,Tamil Nadu,South,3,No,3,Neutral
O00615,2013-05-22,2013,Q2,May,C0266,Male,26-35,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,113,346,5864,5341,Chennai,Tamil Nadu,South,5,No,1,Negative
O00616,2023-03-19,2023,Q1,Mar,C0267,Female,45+,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,73,669,5568,4850,Kolkata,West Bengal,East,7,Yes,1,Negative
O00617,2012-08-21,2012,Q3,Aug,C0268,Male,18-25,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,235,257,7772,7578,Pune,Maharashtra,West,6,Yes,1,Negative
O00618,2015-10-05,2015,Q4,Oct,C0269,Female,26-35,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,65,1138,3470,2861,Hyderabad,Telangana,South,6,Yes,1,Negative
O00619,2018-04-18,2018,Q2,Apr,C0270,Male,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,231,796,5628,5031,Delhi,Delhi,North,6,Yes,2,Negative
O00620,2012-08-25,2012,Q3,Aug,C0271,Male,45+,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,57,874,6623,6045,Bangalore,Karnataka,South,3,No,4,Positive
O00621,2015-04-02,2015,Q2,Apr,C0272,Female,18-25,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,21,187,1305,1119,Delhi,Delhi,North,6,No,4,Positive
O00622,2012-06-26,2012,Q2,Jun,C0273,Female,36-45,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,202,395,2929,2253,Delhi,Delhi,North,2,No,3,Neutral
O00623,2015-12-04,2015,Q4,Dec,C0274,Female,26-35,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,47,328,1046,873,Chennai,Tamil Nadu,South,4,Yes,1,Negative
O00624,2022-04-09,2022,Q2,Apr,C0275,Female,26-35,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,217,697,3758,3428,Bangalore,Karnataka,South,1,No,4,Positive
O00625,2019-04-30,2019,Q2,Apr,C0276,Female,36-45,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,128,298,5163,4678,Bangalore,Karnataka,South,1,Yes,1,Negative
O00626,2021-07-19,2021,Q3,Jul,C0277,Male,26-35,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,82,294,7180,6807,Pune,Maharashtra,West,2,No,4,Positive
O00627,2020-11-10,2020,Q4,Nov,C0278,Male,36-45,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,159,582,1289,1134,Kolkata,West Bengal,East,4,Yes,2,Negative
O00628,2024-07-28,2024,Q3,Jul,C0279,Male,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,90,523,6361,5781,Hyderabad,Telangana,South,7,Yes,5,Positive
O00629,2020-11-03,2020,Q4,Nov,C0280,Female,18-25,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,56,507,2969,2469,Bangalore,Karnataka,South,4,No,3,Neutral
O00630,2018-05-03,2018,Q2,May,C0281,Male,26-35,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,171,1078,4768,4297,Mumbai,Maharashtra,West,6,Yes,2,Negative
O00631,2023-09-04,2023,Q3,Sep,C0282,Female,26-35,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,79,570,7372,6871,Chennai,Tamil Nadu,South,7,Yes,5,Positive
O00632,2013-11-07,2013,Q4,Nov,C0283,Male,45+,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,46,840,4043,3401,Delhi,Delhi,North,6,No,4,Positive
O00633,2024-12-01,2024,Q4,Dec,C0284,Male,45+,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,221,610,3574,2843,Delhi,Delhi,North,2,Yes,1,Negative
O00634,2016-04-04,2016,Q2,Apr,C0285,Female,45+,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,62,260,2038,1416,Kolkata,West Bengal,East,3,No,3,Neutral
O00635,2025-01-06,2025,Q1,Jan,C0286,Female,36-45,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,220,852,3330,3060,Bangalore,Karnataka,South,4,Yes,5,Positive
O00636,2012-05-08,2012,Q2,May,C0287,Female,36-45,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,212,814,3717,3518,Bangalore,Karnataka,South,6,Yes,5,Positive
O00637,2016-08-17,2016,Q3,Aug,C0288,Male,18-25,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,246,1153,1513,1187,Bangalore,Karnataka,South,6,Yes,1,Negative
O00638,2020-05-14,2020,Q2,May,C0289,Male,18-25,New,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,77,240,6308,6038,Pune,Maharashtra,West,7,No,1,Negative
O00639,2014-10-16,2014,Q4,Oct,C0290,Female,36-45,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,151,892,3621,3303,Chennai,Tamil Nadu,South,2,Yes,4,Positive
O00640,2015-04-02,2015,Q2,Apr,C0291,Male,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,221,374,6246,6096,Kolkata,West Bengal,East,6,Yes,4,Positive
O00641,2014-06-16,2014,Q2,Jun,C0292,Female,26-35,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,128,477,6495,5881,Hyderabad,Telangana,South,2,No,5,Positive
O00642,2023-07-27,2023,Q3,Jul,C0293,Female,26-35,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,160,677,4085,3639,Mumbai,Maharashtra,West,5,Yes,3,Neutral
O00643,2022-12-08,2022,Q4,Dec,C0294,Female,45+,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,123,678,2749,1853,Chennai,Tamil Nadu,South,4,No,1,Negative
O00644,2017-07-01,2017,Q3,Jul,C0295,Male,18-25,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,6,207,2384,2004,Kolkata,West Bengal,East,7,Yes,5,Positive
O00645,2024-02-13,2024,Q1,Feb,C0296,Male,45+,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,198,389,1056,781,Mumbai,Maharashtra,West,5,No,2,Negative
O00646,2014-11-18,2014,Q4,Nov,C0297,Female,36-45,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,185,741,3977,3351,Bangalore,Karnataka,South,2,Yes,1,Negative
O00647,2021-05-16,2021,Q2,May,C0298,Male,26-35,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,215,366,5412,5176,Delhi,Delhi,North,1,Yes,2,Negative
O00648,2016-01-10,2016,Q1,Jan,C0299,Male,18-25,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,43,186,6483,5622,Delhi,Delhi,North,4,Yes,3,Neutral
O00649,2019-05-09,2019,Q2,May,C0300,Female,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,104,1218,6343,6234,Chennai,Tamil Nadu,South,2,No,5,Positive
O00650,2021-05-29,2021,Q2,May,C0301,Female,18-25,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,149,626,1924,1410,Hyderabad,Telangana,South,1,Yes,5,Positive
O00651,2014-07-04,2014,Q3,Jul,C0302,Male,18-25,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,74,762,3560,3395,Mumbai,Maharashtra,West,7,Yes,2,Negative
O00652,2015-10-06,2015,Q4,Oct,C0303,Female,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,144,1194,6984,6114,Bangalore,Karnataka,South,5,No,1,Negative
O00653,2022-01-14,2022,Q1,Jan,C0304,Female,45+,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,173,838,4077,3347,Bangalore,Karnataka,South,4,Yes,5,Positive
O00654,2022-04-10,2022,Q2,Apr,C0305,Male,45+,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,62,138,2700,1995,Pune,Maharashtra,West,5,No,1,Negative
O00655,2021-03-24,2021,Q1,Mar,C0306,Female,36-45,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,154,420,7632,7487,Hyderabad,Telangana,South,2,Yes,4,Positive
O00656,2022-01-17,2022,Q1,Jan,C0307,Female,45+,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,212,1536,3511,3172,Kolkata,West Bengal,East,7,No,2,Negative
O00657,2015-05-14,2015,Q2,May,C0308,Male,26-35,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,189,159,5580,5184,Pune,Maharashtra,West,2,Yes,2,Negative
O00658,2025-06-14,2025,Q2,Jun,C0309,Female,26-35,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,41,1746,5654,5522,Hyderabad,Telangana,South,5,Yes,1,Negative
O00659,2025-04-23,2025,Q2,Apr,C0310,Male,18-25,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,233,1124,2139,1980,Pune,Maharashtra,West,1,No,1,Negative
O00660,2020-03-24,2020,Q1,Mar,C0311,Male,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,54,427,4967,4614,Delhi,Delhi,North,7,Yes,3,Neutral
